scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,1yr_return_rank,3yr_return_rank,5yr_return_rank,sortino_rank,alpha_rank,sd_rank,beta_rank,sharpe_rank,expense_rank
UTI-Gilt Fund,500,500,0.67,517,10,Sudhir Agrawal,0.55,0.47,2.8,0.55,0.38,3,UTI Mutual Fund,3,Debt,Gilt Mutual Funds,5,5,7.3,470,105,219,63,182,238,102,64,372
UTI-Healthcare Fund,500,5000,1.47,655,10,V Srivatsa,1.99,1.12,20.55,0.94,0.91,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-9,22,12,14,447,470,228,285,757,527,190,70
UTI-Hybrid Equity Fund,500,1000,1.34,4286,10,V Srivatsa,3.63,5.77,12.55,0.84,1.69,6,UTI Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,5.3,25.8,9.8,520,545,363,628,661,400,348,659,95
UTI-India Consumer Fund,500,5000,1.8,436,10,Vishal Chopda,2.29,-1.44,13.74,0.71,1.09,6,UTI Mutual Fund,1,Equity,Sectoral / Thematic Mutual Funds,-0.5,18,8.4,115,387,300,272,66,423,204,282,16
UTI-Infrastructure Fund,500,5000,1.92,1445,10,Sachin Trivedi,2.9,3.52,17.99,0.67,1.38,6,UTI Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,12.9,28,9.4,779,612,346,403,557,695,175,454,8
UTI-Liquid – Cash Plan – Direct Growth,0,500,0.14,31463,10,Amandeep Chopra,4.83,1.41,0.38,0.77,0.98,2,UTI Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,4.4,5.3,631,57,45,768,332,40,256,228,764
UTI-Long Term Equity Fund,500,500,0.95,2797,10,Vetri Subramaniam,2.98,-0.52,16.16,0.92,1.31,6,UTI Mutual Fund,3,Equity,ELSS Mutual Funds,-2.9,24.5,10.9,59,496,408,420,116,560,492,406,244
UTI-Mastershare – Direct Growth,500,100,0.97,10312,10,Karthikraj Lakshmanan,3.28,-0.57,15.87,0.93,1.29,6,UTI Mutual Fund,4,Equity,Large Cap Mutual Funds,-2,24.2,11.5,74,487,442,514,110,531,512,384,234
UTI-Medium Term Fund,500,500,1,54,8,Sunil Patil,0.47,0.85,3.04,0.8,0.35,3,UTI Mutual Fund,2,Debt,Medium Duration Funds,3.7,5.4,4.6,331,136,24,56,249,254,294,60,216
UTI-Mid Cap Fund,500,5000,0.99,7077,10,Ankit Agarwal,3.49,1.03,16.43,0.89,1.65,6,UTI Mutual Fund,3,Equity,Mid Cap Mutual Funds,0.4,31.1,11.4,142,669,437,598,273,592,432,649,226
UTI-MNC Fund,500,5000,1.24,2366,10,Swati Kulkarni,2.91,-0.64,12.33,0.62,1.14,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,3.3,18.1,7.9,305,389,269,407,104,396,146,302,124
UTI-Money Market Fund,500,500,0.2,7897,10,Amit Sharma,5.01,2.75,0.59,1.18,1.98,3,UTI Mutual Fund,4,Debt,Money Market Funds,5.6,5.3,6.2,595,130,122,773,496,81,691,758,714
UTI-Multi Asset Fund,500,5000,1.04,860,10,Sharwan Kumar Goyal,2.87,1.01,9.98,0.64,1.28,6,UTI Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,4.9,16.5,7.5,457,369,239,394,269,351,157,374,196
UTI-Nifty 50 Index Fund,500,5000,0.2,9475,10,Sharwan Kumar Goyal,3.49,-0.6,16.8,1,1.31,6,UTI Mutual Fund,3,Other,Index Funds,0.9,26.2,12,164,564,470,598,108,633,632,406,714
UTI-Nifty Next 50 Index Fund,0,5000,0.33,1926,5,Sharwan Kumar Goyal,1.71,-4.62,18.16,0.99,0.97,6,UTI Mutual Fund,2,Other,Index Funds,-6.4,22.2,,23,450,407,194,22,701,610,221,590
UTI-Overnight Fund,500,500,0.07,5600,10,Amit Sharma,0.12,0.6,0.34,0.44,0.02,1,UTI Mutual Fund,3,Debt,Overnight Mutual Funds,5.4,3.9,4.6,540,13,24,33,209,5,49,24,800
UTI-Regular Savings Fund,500,5000,1.2,1544,10,Amandeep Chopra,4.07,3.42,5.1,0.73,1.7,4,UTI Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,3.7,13.5,7.2,331,339,207,700,550,303,216,663,141
UTI-Retirement Benefit Pension Plan – Direct,500,500,1.05,3687,10,Sunil Patil,3.59,4.37,6.72,0.45,1.88,5,UTI Mutual Fund,0,Solution Oriented,Retirement Funds,5.2,17.2,7.5,496,375,239,624,595,323,54,727,194
UTI-Short Term Income Fund,500,500,0.33,2269,10,Sudhir Agrawal,4.4,4.95,2.91,0.82,1.33,3,UTI Mutual Fund,5,Debt,Short Duration Funds,5,8.5,5.4,470,278,63,739,633,245,325,422,590
UTI-Transportation & Logistics Fund,500,5000,1.03,1908,10,Sachin Trivedi,3.56,10.26,18.98,0.83,1.57,6,UTI Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,14.1,32.9,5.1,787,693,37,615,740,726,332,603,201
UTI-Treasury Advantage Fund,500,500,0.33,2565,10,Anurag Mittal,6.28,3.18,2.63,0.14,1.14,2,UTI Mutual Fund,5,Debt,Low Duration Funds,5.2,7.3,4.8,496,260,30,786,538,230,17,302,590
UTI-Ultra Short Term Fund,500,500,0.44,2130,10,Ritesh Nambiar,7.6,2.62,1.51,0.49,1.3,3,UTI Mutual Fund,5,Debt,Ultra Short Duration Funds,5.4,6.1,5.7,540,187,89,789,472,145,76,397,497
UTI-Unit Linked Insurance Plan – Direct,500,15000,0.96,5068,10,Amandeep Chopra,2.47,0.92,7.06,0.44,1.29,4,UTI Mutual Fund,0,Hybrid,Dynamic Asset Allocation or Balanced Advantage,-0.7,13.1,6.2,102,334,122,314,259,328,49,384,241
UTI-Value Opportunities Fund,500,5000,1.16,6740,10,Vetri Subramaniam,3.21,2.73,15.62,0.9,1.48,6,UTI Mutual Fund,4,Equity,Value Funds,1.7,27.2,12.2,213,596,485,487,493,508,452,545,156
WhiteOak Capital Liquid Fund,500,500,0.26,197,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Liquid Mutual Funds,5.3,3.8,,520,6,407,9,260,55,210,12,655
WhiteOak Capital Overnight Fund,500,500,0.22,14,4,Piyush Baranwal,-0.42,0.93,0.39,0.72,-0.07,1,WhiteOak Capital Mutual Fund,1,Debt,Overnight Mutual Funds,1.7,32.4,13.3,213,679,550,9,260,55,210,12,687
WhiteOak Capital Ultra Short Term Fund,500,500,0.33,141,4,Piyush Baranwal,2.81,1.2,0.72,0.47,0.8,1,WhiteOak Capital Mutual Fund,2,Debt,Ultra Short Duration Funds,5.3,4.5,,520,70,407,384,294,105,64,156,590
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
,,,,,,,,,,,,,,,,,,,,,,,,,,#N/A,21,1
